mse_rand,mae_rand,dens_rand,spec_rad_rand,av_in_degree_rand,av_out_degree_rand,clustering_coeff_rand,av_betweenness_rand,mse_vg,mae_vg,dens_vg,spec_rad_vg,av_in_degree_vg,av_out_degree_vg,clustering_coeff_vg,av_betweenness_vg
4.395080129736318e-06,0.0007961861204384908,0.098832,0.9000000000000009,49.416,49.416,0.09879923353494328,0.0018220617942712734,3.626914881989339e-06,0.0007765732367256387,0.048744,0.9000000000000035,24.372,24.372,0.6723226725263791,0.00465321003452689
5.2999649399377096e-06,0.0010856715939335086,0.099932,0.9000000000000006,49.966,49.966,0.09998207411843447,0.0018188425042856796,7.041474739392769e-06,0.0013701060753660865,0.044088,0.8999999999999999,22.044,22.044,0.6669963615457387,0.005575407843800043
4.648991744801441e-06,0.0010868315637182818,0.098808,0.9000000000000011,49.404,49.404,0.09895488303524709,0.001823180497541267,3.8021610233355457e-06,0.0008025151672957099,0.045136,0.9000000000000039,22.568,22.568,0.695102467642708,0.00551990728444841
7.057123781639644e-06,0.0014305444837237522,0.099676,0.9000000000000009,49.838,49.838,0.09975186813361012,0.0018205970173278282,2.8838376057096567e-06,0.0006675203214367813,0.045344,0.9000000000000035,22.672,22.672,0.689175375118381,0.006879316866665037
7.018132682682197e-06,0.0014678534775799145,0.100244,0.9000000000000007,50.122,50.122,0.1005028003505895,0.0018178445243901456,3.6670962240578793e-06,0.0008277180830494,0.04512,0.8999999999999999,22.56,22.56,0.708671216937813,0.005833466129045241
3.83482036465244e-06,0.0008918528721342069,0.100244,0.8999999999999995,50.122,50.122,0.10031902851077772,0.00181757088474137,2.9522091885774687e-06,0.0008091834987848676,0.044808,0.9000000000000029,22.404,22.404,0.712987104236857,0.0062392254388294625
4.604428623924548e-06,0.0008251032395921712,0.099652,0.9000000000000002,49.826,49.826,0.0998238692186975,0.0018201624131797731,2.919803524765377e-06,0.0006398461628556895,0.047136,0.9000000000000045,23.568,23.568,0.6978833959694017,0.006503191121198216
6.6843304392203045e-06,0.0012955816625347689,0.100764,0.8999999999999975,50.382,50.382,0.10092118528650339,0.0018162590240722407,3.193364821783244e-06,0.0007584765303688268,0.04424,0.8999999999999915,22.12,22.12,0.7076018067856422,0.0077192779132562285
5.2472128317657466e-06,0.0009403818786666228,0.099208,0.9000000000000008,49.604,49.604,0.09943436945276397,0.0018214179362741544,3.910275953931626e-06,0.0007826641484432398,0.04392,0.9000000000000049,21.96,21.96,0.7127413483162006,0.00602441831454072
4.41722177101762e-06,0.0008740101092590954,0.099588,0.8999999999999968,49.794,49.794,0.10009162052490865,0.0018197921948314298,3.0079286787237194e-06,0.0006076011019460842,0.044968,0.9000000000000008,22.484,22.484,0.7105649897115207,0.004889747366218378
