system,dt,t_total,T_dom_psd,T_peak_median,T_acf_1e,T_acf_zero,VG_dt_skip1,VG_window_skip1_nodes200,VG_dt_skip16,VG_window_skip16_nodes200
duffing,0.020000571444898425,700.0,2.925797879939427,1.2800365724734775,0.44001257178776537,0.660018857681648,0.020000571444898425,4.0001142889796855,0.3200091431183748,64.00182862367497
lorenz,0.002000040000800016,100.0,2.0480409608192165,0.7520150403008046,0.3440068801376028,8.298165963319267,0.002000040000800016,0.4000080001600032,0.03200064001280026,6.400128002560051
mackeyglass,0.020000571444898425,700.0,20.480585159575988,35.30100860024572,8.820252007200205,12.180348009943142,0.020000571444898425,4.0001142889796855,0.3200091431183748,64.00182862367497
