mse_rand,mae_rand,dens_rand,spec_rad_rand,av_in_degree_rand,av_out_degree_rand,clustering_coeff_rand,av_betweenness_rand,mse_vg,mae_vg,dens_vg,spec_rad_vg,av_in_degree_vg,av_out_degree_vg,clustering_coeff_vg,av_betweenness_vg,mse_dens,mae_dens,dens_dens,spec_rad_dens,av_in_degree_dens,av_out_degree_dens,clustering_coeff_dens,av_betweenness_dens
2.545463143722598e-05,0.0024491172998911243,0.09765,0.899999999999999,19.53,19.53,0.09884158888232586,0.0052350134510938525,2.8539074274198177e-05,0.0026336552593875704,0.4991,0.8999999999999996,99.82,99.82,0.7652145089144351,0.054753058220394904,2.266079861457774e-05,0.0022707806767235197,0.499575,0.9,99.915,99.915,0.5019869179134472,0.002514720064971322
3.972958955433401e-05,0.0035881361399030674,0.099725,0.9000000000000002,19.945,19.945,0.10258349717172281,0.005156717933099844,3.1321145164410624e-05,0.003208697252589812,0.08715,0.9000000000000004,17.43,17.43,0.4212152256278938,0.2369318816303741,2.163271615326307e-05,0.002186646107178412,0.087775,0.9000000000000009,17.555,17.555,0.08663450577113846,0.005595781940003046
2.5918964422554402e-05,0.002432544337753003,0.098525,0.8999999999999982,19.705,19.705,0.0982847966961968,0.0051965636262118675,2.5567853633261785e-05,0.002593499859020057,0.1651,0.8999999999999984,33.02,33.02,0.4461832434593781,0.17208466575300746,1.9339067112336124e-05,0.0018564615803985192,0.163425,0.9000000000000018,32.685,32.685,0.16444786101789674,0.004240013197299631
2.488587258813398e-05,0.0026182462339480934,0.10085,0.9000000000000005,20.17,20.17,0.10287837990821005,0.005117252931323284,2.2899286136535082e-05,0.0024641476545898162,0.45755,0.9000000000000018,91.51,91.51,0.7568843315688827,0.025001268971118217,2.3899509417662055e-05,0.0025528825738236308,0.457325,0.9000000000000006,91.465,91.465,0.45958247283099163,0.0027291761839500534
3.363251388620408e-05,0.0029336781622913235,0.09845,0.8999999999999995,19.69,19.69,0.09827684373521688,0.005197451905994619,2.9582562660570553e-05,0.002648889938869974,0.77375,0.8999999999999999,154.75,154.75,0.8014939644191508,0.0011230394396223545,2.2793538979322385e-05,0.002217325103029366,0.768325,0.8999999999999994,153.665,153.665,0.7722413818047594,0.0011505761128876707
2.2749741194932824e-05,0.0018598840620663313,0.0963,0.8999999999999979,19.26,19.26,0.09721274027302679,0.005269529465509365,2.231048088667647e-05,0.001982905105730074,0.62625,0.899999999999999,125.25,125.25,0.8307500275087873,0.002941475052027817,2.365914822733453e-05,0.0023264280871614982,0.6241,0.8999999999999985,124.82,124.82,0.6275422939879514,0.0018826455509872594
2.6354038379120444e-05,0.0025823434398565457,0.1012,0.8999999999999986,20.24,20.24,0.10165282903191501,0.0051077356479366535,2.841877912078679e-05,0.0027904916197766935,0.2896,0.8999999999999962,57.92,57.92,0.6003971349079312,0.08977539211207552,3.189727626747138e-05,0.0033690487201941976,0.287025,0.9000000000000005,57.405,57.405,0.2887762788646206,0.0035935993096797114
2.0670079608327092e-05,0.0019208151104589282,0.099325,0.9000000000000016,19.865,19.865,0.09973304164087209,0.00517841733922136,2.6725588441874352e-05,0.0026104475001807004,0.08725,0.9000000000000035,17.45,17.45,0.3160771567335756,0.24217603167351912,2.0629307926319905e-05,0.0020459130896447538,0.0875,0.9000000000000012,17.5,17.5,0.08856800565473791,0.005602888178265062
2.2846727035553733e-05,0.001980127032989579,0.09985,0.9000000000000015,19.97,19.97,0.10088729355788031,0.0051436475305822035,2.098829928325606e-05,0.0019512678317354978,0.01275,0.9000000000000015,2.55,2.55,0.059749833499833496,0.3300365463682046,2.4033902595240707e-05,0.0023079163116766868,0.0121,0.8999999999999994,2.42,2.42,0.014556032361264919,0.020009644180498453
2.41792284919074e-05,0.002406344498502597,0.100025,0.8999999999999995,20.005,20.005,0.09936469327074743,0.005152276534186082,1.976463714737753e-05,0.0018592525376281389,0.012,0.9000000000000021,2.4,2.4,0.05281782106782106,0.33060935993096796,2.9532727525233143e-05,0.0023690767305178297,0.01235,0.9000000000000046,2.47,2.47,0.009157055907055907,0.02005101263895234
