mse_rand,mae_rand,dens_rand,spec_rad_rand,av_in_degree_rand,av_out_degree_rand,clustering_coeff_rand,av_betweenness_rand
3.623771113421193e-06,0.001347699308418072,0.05138125,0.9000000000000007,20.5525,20.5525,0.051240330941860444,0.003217465774990239
3.860444363156711e-06,0.0013349810885316443,0.05448125,0.8999999999999996,21.7925,21.7925,0.0539671478498565,0.003092908149771414
2.7282414824418923e-06,0.0011232089773297823,0.0525625,0.9000000000000006,21.025,21.025,0.05254591655346231,0.003167371947456581
3.552563540364441e-06,0.0013142041218577828,0.05091875,0.9000000000000009,20.3675,20.3675,0.05161911647494254,0.0032284700444578786
3.601770818596905e-06,0.001282352763800661,0.05456875,0.9000000000000001,21.8275,21.8275,0.05496331515954106,0.003093411921764209
3.012634262934216e-06,0.0012045689818937434,0.05745,0.9000000000000006,22.98,22.98,0.05711371087013,0.002994641125426632
4.31795990863181e-06,0.001405908741791253,0.05620625,0.8999999999999979,22.4825,22.4825,0.055780705779210356,0.003040657548393597
5.594878630552715e-06,0.001634514380928156,0.05776875,0.9,23.1075,23.1075,0.057390894304183905,0.0029872892029067645
3.699274365924808e-06,0.0013249109538237649,0.0588375,0.8999999999999994,23.535,23.535,0.05933271692823858,0.0029572045692119746
3.457133192531014e-06,0.0013144354622909111,0.05911875,0.8999999999999988,23.6475,23.6475,0.059057061289444324,0.0029471921008551527
2.810135794513916e-06,0.001200622295841849,0.05524375,0.8999999999999998,22.0975,22.0975,0.056253336188855085,0.00306901046586315
2.8614913207710332e-06,0.0011971836479013193,0.0561,0.8999999999999985,22.44,22.44,0.05559030926328406,0.0030375719449377216
3.503540834371369e-06,0.0013526774464838011,0.05896875,0.8999999999999981,23.5875,23.5875,0.058839490357012435,0.002954197680129973
2.623185549801151e-06,0.0010991430387120144,0.05699375,0.9000000000000007,22.7975,22.7975,0.056898794659629146,0.003011737887432148
2.800045028514392e-06,0.0011719025608244297,0.0586,0.9000000000000006,23.44,23.44,0.058422521689740575,0.0029593456001813577
3.3343654806571183e-06,0.0012393387977484246,0.05556875,0.9000000000000009,22.2275,22.2275,0.0555093907498709,0.0030578959962720875
3.169484443910134e-06,0.0012617214534924818,0.0591875,0.8999999999999987,23.675,23.675,0.05950517358406091,0.0029421071523028676
3.868687753212803e-06,0.0013679092954440495,0.05568125,0.8999999999999995,22.2725,22.2725,0.05573964986961247,0.003054668706943238
2.838422518271017e-06,0.0011817280369125886,0.0538,0.8999999999999982,21.52,21.52,0.05430419323213827,0.003125385700431984
3.196897396904849e-06,0.0012258125262183653,0.05146875,0.9,20.5875,20.5875,0.051399212821851795,0.0032090275941109047
3.6708369391337723e-06,0.00132075732504427,0.05198125,0.9000000000000024,20.7925,20.7925,0.05210129867567082,0.0031918836034810646
3.0140009939443744e-06,0.0011129989368678813,0.05466875,0.8999999999999984,21.8675,21.8675,0.05449862234380712,0.00309402589388043
4.009401565339836e-06,0.0013822156844539863,0.050975,0.9000000000000006,20.39,20.39,0.05126326019489882,0.0032269429856047155
3.6851320938587973e-06,0.0012516506773399547,0.0545375,0.8999999999999991,21.815,21.815,0.054544998289927885,0.003097741212327301
3.2926911271089085e-06,0.0012157263210816637,0.0528375,0.8999999999999991,21.135,21.135,0.05335323649234212,0.003152652359542071
