mse_rand,mae_rand,dens_rand,spec_rad_rand,av_in_degree_rand,av_out_degree_rand,clustering_coeff_rand,av_betweenness_rand,mse_vg,mae_vg,dens_vg,spec_rad_vg,av_in_degree_vg,av_out_degree_vg,clustering_coeff_vg,av_betweenness_vg
2.9237399802003842e-05,0.0031929009843399358,0.098625,0.9000000000000001,19.725,19.725,0.1003648990896283,0.005203035378914776,2.2837433027418917e-05,0.0025218681636000237,0.03875,0.9000000000000059,7.75,7.75,0.7247841443042681,0.015077407238211266
3.221171415848774e-05,0.003604775865978001,0.09895,0.8999999999999997,19.79,19.79,0.09976519669607305,0.005207603674940358,2.9111288375838206e-05,0.0031550087809406346,0.0381,0.8999999999999994,7.62,7.62,0.73448268312355,0.015900461905487037
2.833418216958715e-05,0.003220861067012757,0.100125,0.8999999999999997,20.025,20.025,0.10015751702325164,0.005120552256230648,2.7111189477116467e-05,0.003005760447558358,0.03775,0.9,7.55,7.55,0.7272288389285293,0.016418455915943365
3.3419255146458967e-05,0.0036042438048434875,0.0951,0.9000000000000009,19.02,19.02,0.09494396034664974,0.0053022689203593735,2.9562457680918527e-05,0.003049141817896315,0.0378,0.8999999999999968,7.56,7.56,0.7271631254022896,0.01627607735647936
2.5413502490389144e-05,0.0031346457478528315,0.100025,0.8999999999999989,20.005,20.005,0.09851524302498493,0.005127785391604487,2.2703110162155666e-05,0.002736605438105115,0.03855,0.899999999999996,7.71,7.71,0.7340037857739097,0.01578295517994011
3.311087690562774e-05,0.003668253878157733,0.100175,0.899999999999999,20.035,20.035,0.09906022552385493,0.005148215826607787,2.565872651081229e-05,0.0029616768548664683,0.03875,0.8999999999999968,7.75,7.75,0.7323253414112547,0.016004009948733564
2.624373654054511e-05,0.003105292782883593,0.09905,0.8999999999999986,19.81,19.81,0.10109305586613936,0.005194533272422719,2.905883295908361e-05,0.0032108377703731423,0.0383,0.9000000000000004,7.66,7.66,0.7301280158180313,0.016271255266230134
2.868400198915851e-05,0.00315974260537386,0.098475,0.8999999999999991,19.695,19.695,0.09764755668579983,0.005205192629815745,2.5060661478341032e-05,0.00254787254298853,0.03875,0.8999999999999906,7.75,7.75,0.7371273783406136,0.016835947413836854
2.304389314856848e-05,0.0029238220558500385,0.097975,0.8999999999999992,19.595,19.595,0.09804621874409278,0.0052057002182630315,2.4407684175718614e-05,0.0026607440937659833,0.0419,0.9000000000000038,8.38,8.38,0.7509501553639224,0.016894320085274864
2.5066141135201667e-05,0.0031067112020762046,0.099575,0.8999999999999981,19.915,19.915,0.0996383470008449,0.005151261357291508,3.7032472516748995e-05,0.00397635311198412,0.04835,0.8999999999999997,9.67,9.67,0.7584353417080711,0.016951423785594638
3.8696240063490134e-05,0.00385382699174199,0.095675,0.9000000000000038,19.135,19.135,0.09544719948725676,0.005293639916755495,5.0584862086746684e-05,0.004233858494433016,0.0487,0.9000000000000046,9.74,9.74,0.7474743578792855,0.0153053144510431
3.815588497977026e-05,0.0038328153286755692,0.098975,0.8999999999999999,19.795,19.795,0.10097315925609396,0.0051793056190041105,3.064229679066738e-05,0.003287600344808448,0.04855,0.9000000000000014,9.71,9.71,0.746107389510574,0.01574717019440637
3.076910632437423e-05,0.0031967537902067816,0.0967,0.8999999999999998,19.34,19.34,0.09734677899114724,0.005263819095477387,2.9053690372643426e-05,0.0030299297180166906,0.0464,0.9000000000000002,9.28,9.28,0.7489823240360449,0.01654332267397594
2.814145055523964e-05,0.0029555815835530528,0.096325,0.9000000000000025,19.265,19.265,0.0963721923286327,0.005261534947464596,3.8666620789249405e-05,0.0038041146480758334,0.0468,0.9000000000000036,9.36,9.36,0.7455226947958729,0.01710750723313538
2.4194229568483387e-05,0.0030772022703919556,0.098625,0.9000000000000014,19.725,19.725,0.09936473625951601,0.0052171209583269885,3.066578367254929e-05,0.00349905165113365,0.0471,0.9000000000000002,9.42,9.42,0.740726623538906,0.017117405207857476
3.4752013888851775e-05,0.003526375666205893,0.0978,0.8999999999999996,19.56,19.56,0.0983906963812082,0.005209126440282219,5.890929890324674e-05,0.0044715039803681625,0.0474,0.8999999999999986,9.48,9.48,0.7479211109795807,0.01612354702806964
2.7070508082831636e-05,0.0030611069376731584,0.098325,0.900000000000002,19.665,19.665,0.09793443853358613,0.005210776102735901,4.5397974092031685e-05,0.004204392124623143,0.0473,0.9000000000000031,9.46,9.46,0.7483819032852117,0.017350642099385815
2.368346233454213e-05,0.0029758338957282006,0.09955,0.9000000000000009,19.91,19.91,0.09923303881507041,0.0051814628699050815,2.482511098941486e-05,0.0030620256786488887,0.046,0.900000000000002,9.2,9.2,0.7410184141926625,0.018061012131363893
3.683920975402186e-05,0.003444074946227347,0.101525,0.8999999999999986,20.305,20.305,0.10228701639018281,0.005104943911476574,3.5589467220103394e-05,0.0033972456809640782,0.0447,0.9000000000000015,8.94,8.94,0.7426035340479791,0.019171869448251368
2.829313128963652e-05,0.0029690684907288825,0.09955,0.8999999999999996,19.91,19.91,0.10056663683678384,0.005179305619004112,3.683912674862049e-05,0.003668788134490292,0.04655,0.899999999999998,9.31,9.31,0.7437100759307852,0.018107456474290656
3.517140655139635e-05,0.003676355345882302,0.098425,0.8999999999999996,19.685,19.685,0.0987746654537487,0.005193898786863611,3.640180225971982e-05,0.0037221373422822853,0.0489,0.8999999999999991,9.78,9.78,0.7379005449255359,0.017049134561697387
2.402671308814257e-05,0.003013570486743023,0.09965,0.9000000000000001,19.93,19.93,0.1007638862456054,0.005174483528754885,2.549522155311964e-05,0.0029781553089055232,0.04975,0.9000000000000024,9.95,9.95,0.743609070438804,0.01601162377544288
4.423521383280695e-05,0.0038562490613718117,0.099425,0.9000000000000007,19.885,19.885,0.09887046728155884,0.005169534541393838,2.4486389268129787e-05,0.002729107565014977,0.0497,0.9000000000000012,9.94,9.94,0.7557107174259903,0.015393127252423738
2.5486911484789582e-05,0.002667516299002291,0.0979,0.8999999999999988,19.58,19.58,0.09851373141825301,0.005206334703822142,2.274564639993969e-05,0.0026748446268137233,0.04855,0.899999999999997,9.71,9.71,0.7682083283246951,0.014738845743870861
3.616379068669183e-05,0.003511784217898994,0.1022,0.9000000000000007,20.44,20.44,0.10329902714988583,0.005085782447591494,3.867572802257772e-05,0.0035086313807221074,0.0487,0.8999999999999992,9.74,9.74,0.7600008977738595,0.014499010202527796
3.10581114075774e-05,0.0034066922845073177,0.10235,0.9000000000000015,20.47,20.47,0.10404543465527835,0.005089716258057967,4.087619717780516e-05,0.0040220114566693055,0.0489,0.9000000000000017,9.78,9.78,0.75612776048956,0.014057662047611792
