mse_rand,mae_rand,dens_rand,spec_rad_rand,av_in_degree_rand,av_out_degree_rand,clustering_coeff_rand,av_betweenness_rand
2.1981721628372013e-05,0.002327258558562257,0.99025,0.9000000000000007,198.05,198.05,0.995223485070685,2.4110451246129646e-05
1.938002413375533e-05,0.0021110200702011248,0.9747,0.9000000000000002,194.94,194.94,0.9796109149222115,0.00010304045479924879
1.585645265913098e-05,0.0020663369022565744,0.339125,0.8999999999999995,67.825,67.825,0.34109278092516915,0.0033291457286432164
1.565531289228377e-05,0.002016657088453982,0.989825,0.900000000000002,197.965,197.965,0.9947961597804265,2.626770214709913e-05
2.0615861783583437e-05,0.0021793398878442527,0.26455,0.899999999999999,52.91,52.91,0.26563824738658043,0.0037076798132074516
1.0655910721027674e-05,0.001476631589582652,0.335875,0.9000000000000009,67.175,67.175,0.3375535366945835,0.003345642353180042
1.7037317962679338e-05,0.0020824786305419646,0.2929,0.9000000000000001,58.58,58.58,0.29429517771579233,0.003563778488401604
1.3431178089818416e-05,0.0017076477495342926,0.9222,0.900000000000001,184.44,184.44,0.9267750448715064,0.0003695243896248921
1.4884576382786827e-05,0.0019130523890752108,0.6173,0.8999999999999991,123.46,123.46,0.6209155288498549,0.001917161565402771
1.7198401083344827e-05,0.001944919009753607,0.389475,0.9000000000000027,77.895,77.895,0.39173344539379473,0.0030735749454342417
