mse_rand,mae_rand,dens_rand,spec_rad_rand,av_in_degree_rand,av_out_degree_rand,clustering_coeff_rand,av_betweenness_rand,mse_vg,mae_vg,dens_vg,spec_rad_vg,av_in_degree_vg,av_out_degree_vg,clustering_coeff_vg,av_betweenness_vg,mse_dens,mae_dens,dens_dens,spec_rad_dens,av_in_degree_dens,av_out_degree_dens,clustering_coeff_dens,av_betweenness_dens
1.606946541432683e-05,0.002363059774328099,0.100625,0.9000000000000007,20.125,20.125,0.10105821440911363,0.005125247449368053,1.9312181718684663e-05,0.0026428877204868976,0.6038,0.9000000000000027,120.76,120.76,0.7852190451005907,0.02978884320592863,1.7928032589854455e-05,0.0023994763202972564,0.6,0.8999999999999999,120.0,120.0,0.6035136877837558,0.0020049743667834114
1.9276763208232144e-05,0.002780914400685233,0.0998,0.8999999999999988,19.96,19.96,0.09964373820597001,0.005164077965585503,2.221302467423549e-05,0.0029670849507019547,0.3879,0.8999999999999964,77.58,77.58,0.736139921460082,0.07958580782701385,1.896821281774593e-05,0.002577074450659282,0.387225,0.9000000000000024,77.445,77.445,0.38914207283597435,0.0030849956854981982
1.6402498069402216e-05,0.0023092032251025934,0.100725,0.9000000000000022,20.145,20.145,0.10166084477605951,0.005138825440332979,1.649071942792563e-05,0.002355483380997423,0.995,0.9000000000000046,199.0,199.0,1.0,0.0,1.6849421040453178e-05,0.0023340265580327427,0.989825,0.9000000000000001,197.965,197.965,0.9948026362420798,2.6267702147099145e-05
1.4477113742550914e-05,0.002025566684802013,0.0973,0.900000000000001,19.46,19.46,0.09897370248420753,0.005249606618953353,1.4783016279564492e-05,0.0022669275423865794,0.92845,0.900000000000003,185.69,185.69,0.9555045848190573,0.0003378001116694583,1.536353721634824e-05,0.0022857725499445163,0.924975,0.9000000000000009,184.995,184.995,0.9296158113567498,0.0003554388102126796
1.3371463939839258e-05,0.002102457113365039,0.09855,0.9000000000000011,19.71,19.71,0.09914835610451159,0.005210395411400437,1.4708284924337949e-05,0.002143343900773239,0.09125,0.8999999999999999,18.25,18.25,0.32042643391451664,0.23992969900005076,1.2988079812933702e-05,0.001984117011437351,0.0921,0.9000000000000004,18.42,18.42,0.09306878907956852,0.005398583828232068
8.889964391120785e-06,0.001362479975551054,0.10135,0.8999999999999994,20.27,20.27,0.1027016395588483,0.005135526115425612,1.2659673753906147e-05,0.0019371048670325816,0.42285,0.8999999999999999,84.57,84.57,0.7275577766056733,0.03529414750520278,1.0073767424064395e-05,0.0015752694241274066,0.41975,0.899999999999999,83.95,83.95,0.42176401965818117,0.0029199025430181203
1.7949180127000623e-05,0.002496780303104096,0.100275,0.9000000000000012,20.055,20.055,0.10117682971306945,0.005133241967412823,1.943130247274799e-05,0.0027044084608828997,0.48995,0.9000000000000001,97.99,97.99,0.7733873093152677,0.0210007106238262,1.0962096692329688e-05,0.0017435625426011408,0.487175,0.9000000000000009,97.435,97.435,0.4896148054614916,0.002577661032434902
1.016114701020693e-05,0.0017513102600692847,0.09655,0.9000000000000025,19.31,19.31,0.09797674925877656,0.005271940510633979,1.2587095779009212e-05,0.002050904015985515,0.0565,0.900000000000001,11.3,11.3,0.24316221564992907,0.2760545149992386,1.5165116251828769e-05,0.0023955393948033943,0.0554,0.9000000000000004,11.08,11.08,0.05570685591425265,0.00736625044413989
1.615345871523982e-05,0.0023291054029178,0.100125,0.8999999999999997,20.025,20.025,0.10037167267700754,0.00515582965331709,1.8235761205869416e-05,0.0024885521307019365,0.84605,0.9000000000000001,169.21,169.21,0.8874167576613691,0.0007560529922338963,1.7763643690404414e-05,0.0025756823826173377,0.8419,0.9000000000000008,168.38,168.38,0.8461023374544439,0.0007771179127963049
1.1664371529995351e-05,0.0018181170875711417,0.09715,0.9000000000000022,19.43,19.43,0.0998664791670823,0.005244530734480484,1.2423392860990417e-05,0.001994417665241266,0.13515,0.9000000000000014,27.03,27.03,0.3986523720782379,0.19940282219176692,1.4999963872361744e-05,0.0020578861552582725,0.1354,0.9000000000000001,27.08,27.08,0.13580102500496685,0.004471854220597939
1.4161220572983325e-05,0.0019502790311935658,0.10175,0.9,20.35,20.35,0.10285954855414024,0.0051172529313232825,1.4474913054863832e-05,0.0021146236227274195,0.32115,0.8999999999999996,64.23,64.23,0.6352347600049232,0.07245012943505405,1.2545927264199477e-05,0.0018998827266765129,0.31885,0.8999999999999986,63.77,63.77,0.3206049026406246,0.003432059286330643
1.5431635171293425e-05,0.0022778168292692455,0.0971,0.9000000000000006,19.42,19.42,0.09800052316761967,0.00524732247094056,1.4235655697754371e-05,0.002142697414354936,0.5983,0.8999999999999991,119.66,119.66,0.8524823448452951,0.005193391198416328,1.5050511473585798e-05,0.002321566609228816,0.5946,0.8999999999999995,118.92,118.92,0.597627901714398,0.002032384142936906
1.2251568097432196e-05,0.0017978156277723054,0.1006,0.9000000000000028,20.12,20.12,0.10222897507722856,0.005149611694837825,1.217765375952088e-05,0.0019191462415003835,0.0273,0.9000000000000015,5.46,5.46,0.16137978267244488,0.31082229328460487,1.7490827955557437e-05,0.0023612594497652616,0.02615,0.8999999999999988,5.23,5.23,0.02280010785138494,0.011845591594335314
1.7351521669592212e-05,0.0026130951719406477,0.098975,0.9000000000000009,19.795,19.795,0.0983229336878142,0.005163951068473682,1.742231042135898e-05,0.002657247849516143,0.77385,0.9000000000000008,154.77,154.77,0.8976347543827997,0.0011225318511750672,1.9866344091620142e-05,0.0026350509053059174,0.7665,0.8999999999999994,153.3,153.3,0.7703021296287941,0.0011598396020506573
1.921413309840717e-05,0.0028034269498641426,0.100225,0.8999999999999995,20.045,20.045,0.10046828602257352,0.005158113801329882,1.75898226721862e-05,0.0024485569431439173,0.1968,0.9000000000000009,39.36,39.36,0.48850501972105315,0.14955179940104565,1.2176421105008651e-05,0.0018529564149621668,0.195575,0.9000000000000024,39.115,39.115,0.19657684547401374,0.004058804121618192
1.4896641737512517e-05,0.0023006534479488605,0.101075,0.8999999999999982,20.215,20.215,0.10197118971656179,0.005107608750824832,1.3921164867525903e-05,0.002075478019962656,0.2226,0.8999999999999967,44.52,44.52,0.5278101577866962,0.12738262017156488,2.161832541077132e-05,0.0028106349993077873,0.22095,0.9,44.19,44.19,0.22202100306549766,0.00392911527333638
2.012075889798081e-05,0.0025789336055131395,0.10115,0.9000000000000001,20.23,20.23,0.10177976413863866,0.005138825440332978,1.6473897391339454e-05,0.0022569732384045155,0.7273,0.899999999999998,145.46,145.46,0.9022722066762106,0.0013588142733871372,1.8371867717279418e-05,0.002692503978835787,0.721425,0.8999999999999996,144.285,144.285,0.724999306716308,0.0013886350946652457
